update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1329,21693696,150.5031147756903,139147,3.9581699269929085,0.020935795681499943,3.7944445610046387,3.9944443702697754,15.058823529411764,7.536888256354053,2.0,74.0,0.7271409360691905,3.630813851952553,0.002207056250426831,0.0074612337339203805,0.057747702237825535,3.9581699269929085,0.020935795681499943,3.7944445610046387,3.9944443702697754
1330,21710080,153.3306286425589,139254,3.9553091961873603,0.1205967161516095,0.0,3.9944443702697754,14.8,6.951467178056861,2.0,62.0,0.7025155127048492,3.6303750202059746,-0.0058955285867341445,0.012919134205731098,0.06770631978505517,3.9553091961873603,0.1205967161516095,0.0,3.9944443702697754
1331,21726464,151.75344264371031,139362,3.9598811906105453,0.018059025535483324,3.8777778148651123,3.9944443702697754,14.44276841171251,6.501249525831252,2.0,44.0,0.6498412936925888,3.6365102156996727,-0.014322466091471142,0.006215619923750637,0.06438357143736217,3.9598811906105453,0.018059025535483324,3.8777778148651123,3.9944443702697754
1332,21742848,151.7154193396226,139470,3.96170633950201,0.017697326521729125,3.855555534362793,3.9944443702697754,13.785714285714286,6.371038852057157,2.0,52.0,0.6218833234161139,3.6532752327620983,-0.0062471670880768215,0.0065026940137613565,0.06696474561250634,3.96170633950201,0.017697326521729125,3.855555534362793,3.9944443702697754
1333,21759232,152.77434166874,139577,3.9580983500584486,0.11589428934856033,0.0,3.9944443702697754,14.149916247906198,10.921609094777025,2.0,324.0,0.5969264870509505,3.6617806628346443,-0.005991083871776937,0.009436313153855735,0.061118984357990847,3.9580983500584486,0.11589428934856033,0.0,3.9944443702697754
1334,21775616,150.96516074096147,139685,3.962059720531925,0.01690524949872425,3.883333444595337,3.9944443702697754,13.658495350803044,6.085890734885127,2.0,42.0,0.580577339977026,3.663589049130678,0.003465187736765074,0.004679202738770982,0.05975239615189394,3.962059720531925,0.01690524949872425,3.883333444595337,3.9944443702697754
1335,21792000,150.78345908130336,139794,3.9594878940535643,0.11457336683951444,0.0,3.9944443702697754,13.431132844335778,6.641410844050178,2.0,54.0,0.6653602495789528,3.662061009556055,0.0034988964598596795,0.013648231983097503,0.07585922023488897,3.9594878940535643,0.11457336683951444,0.0,3.9944443702697754
1336,21808384,157.4595515674094,139898,3.9605008123642276,0.017551088979173304,3.875,3.9944443702697754,14.219703574542285,6.31839281728841,2.0,45.0,0.6623983895406127,3.6465108580887318,-8.941467694967287e-05,0.005216255285631632,0.05608338928687011,3.9605008123642276,0.017551088979173304,3.875,3.9944443702697754
1337,21824768,153.8270605846246,140005,3.9508039575309026,0.20250934678649024,0.0,3.9944443702697754,14.001733102253032,6.508626227341716,2.0,50.0,0.7315648747608066,3.6464903876185417,0.01825008033301856,0.021132467165443813,0.08478612743469804,3.9508039575309026,0.20250934678649024,0.0,3.9944443702697754
1338,21841152,148.833446896948,140115,3.951556770574479,0.17046983080677885,0.0,3.9944443702697754,15.14010989010989,11.885733559986377,2.0,324.0,0.7771648988127708,3.622563887387514,0.023395701697154436,0.020255775132682174,0.09744026947371265,3.951556770574479,0.17046983080677885,0.0,3.9944443702697754
1339,21857536,154.0781941668547,140221,3.9592293844855386,0.020023221260432416,3.8694443702697754,3.9944443702697754,14.67741935483871,7.208360275152705,2.0,47.0,0.718843481503427,3.628136709332466,-0.0040975486881507095,0.006828150020737667,0.06645502800680236,3.9592293844855386,0.020023221260432416,3.8694443702697754,3.9944443702697754
1340,21873920,151.54252697522176,140329,3.958468641209252,0.020031267474751167,3.7833333015441895,3.9944443702697754,14.951286764705882,7.2112566594833165,2.0,78.0,0.7097129421308637,3.614661943167448,0.0019320626361150062,0.008475909606204368,0.08071576657570714,3.958468641209252,0.020031267474751167,3.7833333015441895,3.9944443702697754
1341,21890304,147.96466048184317,140440,3.956289958610809,0.12027289100224106,0.0,3.9944443702697754,14.447841726618705,6.994022037620366,2.0,53.0,0.7068971777334809,3.607064113020897,-0.01014917442080332,0.011444033298175782,0.08308500873843085,3.956289958610809,0.12027289100224106,0.0,3.9944443702697754
1342,21906688,152.62095129478786,140547,3.952236735143567,0.16911647378454225,0.0,3.9944443702697754,14.891794409377818,11.643913309485542,2.0,324.0,0.6512809572741389,3.6113719269633293,-0.003906445954271476,0.010849439924641047,0.08354924730750389,3.952236735143567,0.16911647378454225,0.0,3.9944443702697754
1343,21923072,150.5958572206198,140656,3.94756496861743,0.23222555113413473,0.0,3.9944443702697754,14.257926306769495,11.193834918061107,2.0,324.0,0.6853990135714412,3.629964556545019,0.0002842435751517769,0.031278782298613805,0.12941277674966517,3.94756496861743,0.23222555113413473,0.0,3.9944443702697754
1344,21939456,151.8282610093765,140764,3.959817575526909,0.022019354031519923,3.5611112117767334,3.9944443702697754,14.465669014084508,7.926969758515555,2.0,158.0,0.6588759608566761,3.6415005065500736,-0.0035843056393787265,0.006966899996768916,0.06320162043757152,3.959817575526909,0.022019354031519923,3.5611112117767334,3.9944443702697754
